ספר בראשית/ב	ו	__	{{מ:פסוק|בראשית|ב|ו}}	"וְאֵ֖ד יַֽעֲלֶ֣ה מִן־הָאָ֑רֶץ וְהִשְׁקָ֖ה {{נוסח|אֶֽת־כׇּל־פְּנֵ֥י הָֽאֲדָמָֽה|2==ל1,ה,ש2 ובתיגאן ובדפוסים (""פני"" בטעם מרכא), וכמו כן בכתבי־יד ספרדים נוספים כגון פריז 25 ותנ""ך ליסבון{{ש}}ל=אֶֽת־כָּל־פְּנֵֽי־הָֽאֲדָמָֽה (""פני"" מוקפת ובגעיה במקום מרכא)}}׃"
ספר בראשית/ב	ז	__	{{מ:פסוק|בראשית|ב|ז}}	"וַיִּ֩יצֶר֩ יְהֹוָ֨ה אֱלֹהִ֜ים אֶת־הָֽאָדָ֗ם עָפָר֙ מִן־הָ֣אֲדָמָ֔ה וַיִּפַּ֥ח בְּאַפָּ֖יו נִשְׁמַ֣ת חַיִּ֑ים {{נוסח|וַיְהִ֥י|2==פטרבורג-EVR-II-C-1,פטרבורג-EVR-II-B-8 ושיטת-א (אין געיה ב""ויהי"" ודומותיה המוטעמת במשרת) וכמו כן בתיגאן ובדפוסים וקורן{{ש}}ל,ל1,ק3=וַֽיְהִ֥י (בגעיה) וכמו כן בכתבי־יד ספרדים}} הָֽאָדָ֖ם לְנֶ֥פֶשׁ חַיָּֽה׃"
ספר בראשית/ב	ח	__	{{מ:פסוק|בראשית|ב|ח}}	"וַיִּטַּ֞ע יְהֹוָ֧ה אֱלֹהִ֛ים {{נוסח|גַּן־בְּעֵ֖דֶן|2==ל(לגבי הטעמים),ל1,ש2 (""גן"" מוקפת ובלתי-מוטעמת), וכמו כן בכתבי־יד ספרדים נוספים כגון היללי, פריז 25 ותנ""ך ליסבון{{ש}}דפוסים=<גַּ֥ן בְּעֵ֖דֶן> (מרכא טפחא){{ש}}ל!=גַּן־בְעֵ֖דֶן (חסר דגש באות בי""ת) וכן הוא בהקלדה, אבל לא העירו על הניקוד המשונה באף אחת מהמהדורות השונות לפי כתי""ל. וייתכן שבליטת המקף בבי""ת נראית כמו דגש בכתי""ל.}} מִקֶּ֑דֶם וַיָּ֣שֶׂם שָׁ֔ם אֶת־הָֽאָדָ֖ם אֲשֶׁ֥ר יָצָֽר׃"
ספר בראשית/ב	ט	__	{{מ:פסוק|בראשית|ב|ט}}	וַיַּצְמַ֞ח יְהֹוָ֤ה אֱלֹהִים֙ מִן־הָ֣אֲדָמָ֔ה כׇּל־עֵ֛ץ נֶחְמָ֥ד לְמַרְאֶ֖ה וְט֣וֹב לְמַאֲכָ֑ל וְעֵ֤ץ הַֽחַיִּים֙ בְּת֣וֹךְ הַגָּ֔ן וְעֵ֕ץ הַדַּ֖עַת ט֥וֹב וָרָֽע׃
ספר בראשית/ב	י	__	{{מ:פסוק|בראשית|ב|י}}	"{{נוסח|וְנָהָר֙|2==ל,ה,ש2 ובדפוסים{{ש}}בהקלדה ניקד ""וְנָהָרּ֙"" ברי""ש מנקודת (!) בגרסאות קודמות ע""פ הצילום של כתי""ל בשחור ולבן, אבל עיון בצילום הצבעוני מראה שמדובר בכתם בקלף.}} יֹצֵ֣א מֵעֵ֔דֶן לְהַשְׁק֖וֹת אֶת־הַגָּ֑ן וּמִשָּׁם֙ יִפָּרֵ֔ד וְהָיָ֖ה לְאַרְבָּעָ֥ה רָאשִֽׁים׃"
ספר בראשית/ב	יא	__	{{מ:פסוק|בראשית|ב|יא}}	שֵׁ֥ם הָֽאֶחָ֖ד פִּישׁ֑וֹן ה֣וּא הַסֹּבֵ֗ב אֵ֚ת כׇּל־אֶ֣רֶץ הַֽחֲוִילָ֔ה אֲשֶׁר־שָׁ֖ם הַזָּהָֽב׃
ספר בראשית/ב	יב	__	{{מ:פסוק|בראשית|ב|יב}}	"{{נוסח|וּֽזְﬞהַ֛ב|2==ל-מ (ע""פ עדותו של ברויאר) וכמו כן בתיגאן ובדפוסים{{ש}}א(ס),ל,ל1,ק3,ה,ש2=וּֽזֲהַ֛ב (חטף) <א(ס)=חטף פתח? כן ומתג בואו>}} הָאָ֥רֶץ הַהִ֖וא ט֑וֹב שָׁ֥ם הַבְּדֹ֖לַח וְאֶ֥בֶן הַשֹּֽׁהַם׃"
ספר בראשית/ב	יג	__	{{מ:פסוק|בראשית|ב|יג}}	וְשֵֽׁם־הַנָּהָ֥ר הַשֵּׁנִ֖י גִּיח֑וֹן ה֣וּא הַסּוֹבֵ֔ב אֵ֖ת כׇּל־אֶ֥רֶץ כּֽוּשׁ׃
ספר בראשית/ב	יד	__	{{מ:פסוק|בראשית|ב|יד}}	וְשֵׁ֨ם הַנָּהָ֤ר הַשְּׁלִישִׁי֙ חִדֶּ֔קֶל ה֥וּא הַֽהֹלֵ֖ךְ קִדְמַ֣ת אַשּׁ֑וּר וְהַנָּהָ֥ר הָֽרְבִיעִ֖י ה֥וּא פְרָֽת׃
ספר בראשית/ב	טו	__	{{מ:פסוק|בראשית|ב|טו}}	וַיִּקַּ֛ח יְהֹוָ֥ה אֱלֹהִ֖ים אֶת־הָֽאָדָ֑ם וַיַּנִּחֵ֣הוּ בְגַן־עֵ֔דֶן לְעׇבְדָ֖הּ וּלְשׇׁמְרָֽהּ׃
ספר בראשית/ב	טז	__	{{מ:פסוק|בראשית|ב|טז}}	וַיְצַו֙ יְהֹוָ֣ה אֱלֹהִ֔ים עַל־הָֽאָדָ֖ם לֵאמֹ֑ר מִכֹּ֥ל עֵֽץ־הַגָּ֖ן אָכֹ֥ל תֹּאכֵֽל׃
ספר בראשית/ב	יז	__	{{מ:פסוק|בראשית|ב|יז}}	וּמֵעֵ֗ץ הַדַּ֙עַת֙ ט֣וֹב וָרָ֔ע לֹ֥א תֹאכַ֖ל מִמֶּ֑נּוּ כִּ֗י בְּי֛וֹם אֲכׇלְךָ֥ מִמֶּ֖נּוּ מ֥וֹת תָּמֽוּת׃
