dd/mm/y	who	where	what	what-x (Hebrew)	what-y (Hebrew)
2024-01-09 00:00:00	S(A)K	תהלים קז,יח	"Removed maqaph after ""שַׁ֥עֲרֵי"" (as found in AC). Credit to Daniel Holman. To be imported via auto-edits."		
2024-01-09 00:00:00	S(A)K	ספר תהלים	In the Book of Psalms, added meteg in the following 17 words (as found in AC): Psalms 25.16 (פְּנֵֽה־אֵלַ֥י), Psalms 42.4 (הָֽיְתָה־לִּ֬י), Psalms 42.7 (אֱֽלֹהַ֗י), Psalms 56.10 (זֶֽה־יָ֝דַ֗עְתִּי), Psalms 66.12 (הִרְכַּ֥בְתָּֽ), Psalms 68.12 (הַֽ֝מְבַשְּׂר֗וֹת), Psalms 71.7 (מַֽחֲסִי־עֹֽז׃), Psalms 74.9 (אֽוֹתֹתֵ֗ינוּ), Psalms 77:8 (הַֽ֭לְעוֹלָמִים), Psalms 78:69 (כְּמֽוֹ־רָ֭מִים), Psalms 79:5 (תִּֽבְעַ֥ר), Psalms 89:34 (וְלֹֽא־אֲ֝שַׁקֵּ֗ר), Psalms 106:47 (הֽוֹשִׁיעֵ֨נוּ), Psalms 108:14 (נַֽעֲשֶׂה־חָ֑יִל), Psalms 116:2 (כִּֽי־הִטָּ֣ה), Psalms 116:16 (אֲֽנִי־עַ֭בְדְּךָ), Psalms 144:3 (וַֽתְּחַשְּׁבֵֽהוּ׃). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-09 00:00:00	S(A)K	ספר תהלים	In the Book of Psalms, deleted meteg in the following 72 words (as found in AC): Psalms 4.9 (תּוֹשִׁיבֵֽנִי׃), Psalms 8.2 (מָה־אַדִּ֣יר), Psalms 9.15 (בִּישׁוּעָתֶֽךָ׃), Psalms 10.1 (תַּעֲמֹ֣ד), Psalms 10.2 (יִתָּפְשׂ֓וּ), Psalms 13.6 (בִּישׁוּעָ֫תֶ֥ךָ), Psalms 27.4 (מֵאֵת־יְהוָה֮), Psalms 27.7 (וַעֲנֵֽנִי׃), Psalms 31.4 (וּמְצוּדָתִ֣י), Psalms 35.4 (רָעָתִֽי׃), Psalms 35.21 (רָאֲתָ֥ה), Psalms 36.11 (וְ֝צִדְקָתְךָ֗), Psalms 38.5 (עָבְר֣וּ), Psalms 39.5 (מֶה־חָדֵ֥ל), Psalms 41.5 (כִּי־חָטָ֥אתִי), Psalms 43.2 (כִּי־אַתָּ֤ה), Psalms 43.2 (מָעוּזִּי֮), Psalms 45.3 (בֵּרַכְךָ֖), Psalms 46.8 (יַעֲקֹ֣ב), Psalms 47.10 (נַעֲלָֽה׃), Psalms 48.14 (אַחֲרֽוֹן׃), Psalms 55.18 (וְאֶהֱמֶ֑ה), Psalms 57.3 (לֵאלֹהִ֣ים), Psalms 59.3 (הוֹשִׁיעֵֽנִי׃), Psalms 62.9 (מַחֲסֶה־לָּ֣נוּ), Psalms 63.2 (בְּאֶרֶץ־צִיָּ֖ה), Psalms 64.4 (דָּרְכ֥וּ), Psalms 71.2 (בְּצִדְקָתְךָ֗), Psalms 71.13 (רָעָתִֽי׃), Psalms 71.24 (כִי־חָ֝פְר֗וּ), Psalms 73.25 (לֹא־חָפַ֥צְתִּי), Psalms 74.2 (עֲדָתְךָ֨), Psalms 77:18 (נָתְנ֣וּ), Psalms 77:19 (רַעַמְךָ֨), Psalms 78:22 (בִּישׁוּעָתֽוֹ׃), Psalms 78:60 (בָּאָדָֽם׃), Psalms 78:71 (בְּיַעֲקֹ֣ב), Psalms 80:19 (וְלֹא־נָס֥וֹג), Psalms 81:12 (וְלֹא־שָׁמַ֣ע), Psalms 83:19 (כִּי־אַתָּ֬ה), Psalms 84:3 (וְגַם־כָּלְתָ֨ה), Psalms 86:5 (לְכָל־קֹרְאֶֽיךָ׃), Psalms 86:14 (קָמוּ־עָלַ֗י), Psalms 89:9 (מִי־כָמ֖וֹךָֽ), Psalms 90:4 (יַעֲבֹ֑ר), Psalms 90:7 (כִּי־כָלִ֥ינוּ), Psalms 99:6 (וְאַהֲרֹ֨ן), Psalms 101:7 (לֹא־יִ֝כּ֗וֹן), Psalms 102:17 (כִּי־בָנָ֣ה), Psalms 104:7 (רַ֝עַמְךָ֗), Psalms 105:28 (וְלֹא־מָ֝ר֗וּ), Psalms 106:7 (לֹא־הִשְׂכִּ֬ילוּ), Psalms 106:14 (מַעֲשָׂ֑יו), Psalms 106:39 (וַיִּחַר־אַ֣ף), Psalms 107:16 (כִּי־שִׁ֭בַּר), Psalms 109:13 (יְהִי־אַחֲרִית֥וֹ), Psalms 116:16 (כִּי־אֲנִ֢י), Psalms 119:49 (יִחַלְתָּֽנִי׃), Psalms 119:53 (תּוֹרָתֶֽךָ׃), Psalms 119:55 (תּוֹרָתֶֽךָ׃), Psalms 119:71 (כִי־עֻנֵּ֑יתִי), Psalms 119:125 (עֵדֹתֶֽיךָ׃), Psalms 119:136 (תוֹרָתֶֽךָ׃), Psalms 132:10 (בַּ֭עֲבוּר), Psalms 139:14 (נוֹרָא֗וֹת), Psalms 140:2 (מֵאָדָ֣ם), Psalms 143:1 (בֶּאֱמֻנָתְךָ֥), Psalms 143:8 (דֶּרֶךְ־ז֥וּ), Psalms 145:2 (אֲבָרֲכֶ֑ךָּ), Psalms 145:2 (וַאֲהַלֲלָ֥ה), Psalms 145:18 (בֶאֱמֶֽת׃), Psalms 146:4 (עֶשְׁתֹּנֹתָֽיו׃). Credit to Daniel Holman. To be imported via auto-edits.		
2024-01-07 00:00:00	S(A)K	במדבר לג,ג	"Removed meteg from ""הָרִאשׁ֔וֹן"" (as found in most manuscripts [LC has an erasure]). To be imported via auto-edits."		
2024-01-06 00:00:00	S(A)K	שמות ה,ד	"Moved meteg from the second letter מ to the first in ""מִֽמַּעֲשָׂ֑יו""; this is an obligatory ""heavy"" ga`ya (as found in numerous Tiberian manuscripts with the exception of LC). To be imported via auto-edits."		
2024-01-03 00:00:00	BD	various	Applied 852 auto-edits.		
2024-01-03 00:00:00	S(A)K	תהלים עד,יג	"Changed accent to merkha in ""שִׁבַּ֥רְתָּ"" (as found in AC and perhaps LC). Credit to Daniel Holman. To be imported via auto-edits."		
2024-01-03 00:00:00	S(A)K	תהלים נט,יב	"Added accent tarha to the letter מ in ""מָ֖גִנֵּ֣נוּ"" (as found in AC and LC). Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-31 00:00:00	S(A)K	איוב לא,ב	"Removed vertical line for ""legarmeih"" following ""וּמֶ֤ה"" (as found in AC and most other manuscripts); changed documentation note. Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-31 00:00:00	S(A)K	איוב כג,ה	"Removed second maqaph from ""מַה־יֹּ֥אמַר לִֽי"" (as found in multiple manuscripts); changed documentation note. Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-31 00:00:00	S(A)K	ספר איוב	In the Book of Job, deleted meteg in the following 21 words (as found in AC): Job 2:13 (וַיֵּשְׁב֤וּ), Job 7:7 (לֹא־תָשׁ֥וּב), Job 7:21 (לֹא־תִשָּׂ֣א), Job 10:9 (כִּי־כַחֹ֣מֶר), Job 14:19 (הֶאֱבַֽדְתָּ׃), Job 18:12 (יְהִי־רָעֵ֥ב), Job 22:5 (רָעָתְךָ֣), Job 24:22 (בַּחַיִּֽין׃), Job 28:2 (מֵעָפָ֣ר), Job 28:8 (בְנֵי־שָׁ֑חַץ), Job 28:15 (לֹא־יֻתַּ֣ן), Job 28:16 (לֹא־תְ֭סֻלֶּה), Job 30:20 (תַעֲנֵ֑נִי), Job 32:5 (הָאֲנָשִׁ֗ים), Job 32:5 (מַעֲנֶ֗ה), Job 34:2 (הַאֲזִ֥ינוּ), Job 34:2 (וְ֝יֹדְעִ֗ים), Job 38:1 (וַיַּעַן־יְהוָ֣ה), Job 38:35 (וְיֹאמְר֖וּ), Job 38:40 (יֵשְׁב֖וּ), Job 39:20 (כָּאַרְבֶּ֑ה). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-30 00:00:00	S(A)K	ספר איוב	In the Book of Job, added meteg in the following 6 words (as found in AC): Job 10:7 (כִּֽי־לֹ֣א), Job 14:11 (אָֽזְלוּ־מַ֭יִם), Job 22:23 (תַּֽרְחִ֥יק), Job 29:14 (כִּֽמְעִ֥יל), Job 36:31 (כִּֽי־בָ֭ם), Job 41:10 (עֲֽ֭טִישֹׁתָיו). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-29 00:00:00	S(A)K	במדבר יד,לח	"Removed meteg from ""הַהֹלְכִ֖ים"" as found in most manuscripts and reflecting the practice of AC (in LC meteg is unexpectedly found in the first letter ה). To be imported via auto-edits."		
2023-12-29 00:00:00	S(A)K	במדבר יד,כה	"Removed meteg from ""וְהָעֲמָלֵקִ֥י"" as found in most manuscripts and reflecting the practice of AC (in LC meteg is unexpectedly found in the letter ה). To be imported via auto-edits."		
2023-12-28 00:00:00	S(A)K	ספר דברי הימים	In the Book of Chronicles, added meteg in the following 32 words (as found in AC): I:Chronicles 2:22 (וַֽיְהִי־ל֗וֹ), I:Chronicles 2:23 (אֲבִֽי־גִלְעָֽד׃), I:Chronicles 2:48 (מַֽעֲכָ֔ה), I:Chronicles 3:21 (וִישַֽׁעְיָ֑ה), I:Chronicles 5:17 (מֶֽלֶךְ־יְהוּדָ֑ה), I:Chronicles 5:20 (הַֽהַגְרִיאִ֔ים), I:Chronicles 5:25 (עַמֵּֽי־הָאָ֔רֶץ), I:Chronicles 5:41 (וִירֽוּשָׁלָ֑͏ִם), I:Chronicles 6:17 (מְשָֽׁרְתִ֜ים), I:Chronicles 7:11 (שִׁבְעָֽה־עָשָׂ֥ר), I:Chronicles 7:29 (יָֽשְׁב֔וּ), I:Chronicles 9:3 (יָֽשְׁב֔וּ), I:Chronicles 10:11 (וַֽיִּשְׁמְע֔וּ), I:Chronicles 11:11 (יָֽשָׁבְעָ֣ם), I:Chronicles 12:8 (מִֽן־הַגְּדֽוֹר׃), I:Chronicles 13:3 (כִּֽי־לֹ֥א), I:Chronicles 13:9 (שָֽׁמְט֖וּ), I:Chronicles 15:2 (כִּֽי־בָ֣ם), I:Chronicles 15:13 (כִּֽי־לֹ֥א), I:Chronicles 16:4 (מְשָֽׁרְתִ֑ים), I:Chronicles 17:17 (הַֽמַּעֲלָ֖ה), I:Chronicles 19:5 (עַל־הָֽאֲנָשִׁים֙), I:Chronicles 19:7 (מֵֽידְבָ֑א), I:Chronicles 19:10 (פְנֵֽי־הַמִּלְחָמָ֛ה), I:Chronicles 21:12 (מִפְּנֵֽי־צָרֶיךָ֘), I:Chronicles 21:15 (לִֽירוּשָׁלִַם֘), II:Chronicles 1:3 (כִּֽי־שָׁ֣ם), II:Chronicles 10:9 (נֽוֹעָצִ֔ים), II:Chronicles 10:10 (קָֽטָנִּ֥י), II:Chronicles 13:15 (אֶת־יָֽרָבְעָם֙), II:Chronicles 20:21 (וְאֹֽמְרִים֙), II:Chronicles 29:18 (וַיָּב֤וֹאֽוּ). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-27 00:00:00	S(A)K	ספר דברי הימים	In the Book of Chronicles, deleted meteg in the following 60 words (as found in AC): I:Chronicles 2:25 (בְנֵי־יְרַחְמְאֵ֛ל), I:Chronicles 4:11 (אֲחִי־שׁוּחָ֖ה), I:Chronicles 7:3 (מִיכָאֵ֡ל), I:Chronicles 11:26 (הַחֲיָלִ֑ים), I:Chronicles 12:5 (הַגְּדֵרָתִֽי׃), I:Chronicles 12:20 (נָפְל֣וּ), I:Chronicles 12:37 (וּמֵאָשֵׁ֗ר), I:Chronicles 15:17 (וַיַּעֲמִ֣ידוּ), I:Chronicles 17:15 (הֶחָז֣וֹן), I:Chronicles 18:3 (מֶלֶךְ־צוֹבָ֖ה), I:Chronicles 19:3 (בְנֵי־עַמּ֜וֹן), I:Chronicles 20:3 (יְרוּשָׁלִָֽם׃), I:Chronicles 21:12 (מָה־אָשִׁ֥יב), I:Chronicles 23:17 (לֶאֱלִיעֶ֙זֶר֙), I:Chronicles 27:8 (הַחֲמִישִׁ֔י), I:Chronicles 29:6 (הָאָב֜וֹת), II:Chronicles 1:14 (וַיֶּאֱסֹ֣ף), II:Chronicles 1:17 (בַּחֲמִשִּׁ֣ים), II:Chronicles 2:2 (מֶלֶךְ־צֹ֖ר), II:Chronicles 2:3 (בוֹנֶה־בַּ֜יִת), II:Chronicles 2:10 (מֶלֶךְ־צֹר֙), II:Chronicles 2:13 (כָּל־מַחֲשָׁ֑בֶת), II:Chronicles 4:6 (וַחֲמִשָּׁ֤ה), II:Chronicles 4:22 (הַפְּנִימִיּ֜וֹת), II:Chronicles 5:2 (הָאָב֛וֹת), II:Chronicles 5:14 (וְלֹא־יָכְל֧וּ), II:Chronicles 7:15 (יִהְי֣וּ), II:Chronicles 9:1 (שָׁמְעָה֘), II:Chronicles 9:15 (הָאֶחָֽת׃), II:Chronicles 10:16 (לֹא־שָׁמַ֣ע), II:Chronicles 12:9 (מֶלֶךְ־מִצְרַיִם֘), II:Chronicles 13:18 (בְנֵי־יִשְׂרָאֵ֖ל), II:Chronicles 14:13 (פַחַד־יְהוָ֖ה), II:Chronicles 18:7 (מֵאֹת֜וֹ), II:Chronicles 20:5 (יְהוֹשָׁפָ֗ט), II:Chronicles 20:35 (מֶלֶךְ־יִשְׂרָאֵ֑ל), II:Chronicles 21:12 (מֶלֶךְ־יְהוּדָֽה׃), II:Chronicles 22:4 (אַחֲרֵ֛י), II:Chronicles 22:4 (יוֹעֲצִ֗ים), II:Chronicles 23:14 (יְהוֹיָדָ֨ע), II:Chronicles 24:18 (וַיַּעַבְד֥וּ), II:Chronicles 25:14 (מֵהַכּ֣וֹת), II:Chronicles 26:13 (הָאוֹיֵֽב׃), II:Chronicles 28:1 (וְלֹא־עָשָׂ֧ה), II:Chronicles 28:4 (רַעֲנָֽן׃), II:Chronicles 28:8 (בְנֵי־יִשְׂרָאֵ֨ל), II:Chronicles 28:12 (בְנֵי־אֶפְרַ֗יִם), II:Chronicles 31:13 (וֶאֱלִיאֵ֣ל), II:Chronicles 31:18 (וּבְנוֹתֵיהֶ֖ם), II:Chronicles 31:19 (הַכֹּהֲנִ֜ים), II:Chronicles 32:8 (וַיִּסָּמְכ֣וּ), II:Chronicles 32:22 (מֶלֶךְ־אַשּׁ֖וּר), II:Chronicles 32:33 (בְנֵי־דָוִיד֒), II:Chronicles 32:33 (עָשׂוּ־ל֣וֹ), II:Chronicles 33:8 (וְהַחֻקִּ֥ים), II:Chronicles 34:7 (הַחַמָּנִ֥ים), II:Chronicles 34:9 (שֹׁמְרֵ֨י), II:Chronicles 34:28 (הָרָעָ֔ה), II:Chronicles 34:29 (וַיֶּאֱסֹ֕ף), II:Chronicles 35:22 (יֹאשִׁיָּ֨הוּ). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-27 00:00:00	S(A)K	"דה""א ה,יא"	"Added merkha in ""יָ֥שְׁב֛וּ"" (as in AC). Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-18 00:00:00	S(A)K	ספר מלכים	In the Book of Kings, deleted meteg in the following 95 words (as found in AC): I:Kings 1:43 (הַמֶּלֶךְ־דָּוִ֖ד), I:Kings 1:53 (וַיּוֹרִדֻ֙הוּ֙), I:Kings 2:9 (וְהוֹרַדְתָּ֧), I:Kings 2:11 (וּבִירוּשָׁלִַ֣ם), I:Kings 3:3 (וַיֶּאֱהַ֤ב), II:Kings 3:4X (מֶלֶךְ־מוֹאָ֖ב), I:Kings 3:13 (לֹא־הָיָ֨ה), I:Kings 3:14 (כַּאֲשֶׁ֥ר), I:Kings 3:15 (יְרוּשָׁלִַ֜ם), I:Kings 3:26 (רַחֲמֶיהָ֘), I:Kings 5:14 (שָׁמְע֖וּ), I:Kings 5:19 (הוּא־יִבְנֶ֥ה), I:Kings 5:20 (יִהְי֣וּ), I:Kings 6:12 (וְשָׁמַרְתָּ֥), I:Kings 7:27 (בָּאַמָּ֗ה), I:Kings 8:8 (וַיֵּרָאוּ֩), I:Kings 8:11 (כִּי־מָלֵ֥א), I:Kings 8:11 (לַעֲמֹ֥ד), I:Kings 8:29 (יִהְיֶ֥ה), I:Kings 8:32 (וְשָׁפַטְתָּ֣), I:Kings 11:1 (צֵדְנִיֹּ֖ת), I:Kings 11:7 (יְרוּשָׁלִָ֑ם), I:Kings 11:13 (יְרוּשָׁלִַ֖ם), I:Kings 11:18 (מֶלֶךְ־מִצְרַ֔יִם), I:Kings 11:33 (וְלֹא־הָלְכ֣וּ), I:Kings 11:39 (וַאעַנֶּ֛ה), I:Kings 11:42 (בִירוּשָׁלִַם֙), I:Kings 13:20 (יֹשְׁבִ֖ים), I:Kings 13:22 (לֹא־תָב֥וֹא), I:Kings 14:4 (לֹא־יָכֹ֣ל), I:Kings 14:21 (בִּירוּשָׁלִַ֗ם), I:Kings 15:10 (בִּירוּשָׁלִָ֑ם), I:Kings 15:18 (הַנּוֹתָרִ֣ים), I:Kings 17:22 (אֵלִיָּ֑הוּ), I:Kings 17:22 (נֶפֶשׁ־הַיֶּ֛לֶד), I:Kings 18:6 (לַעֲבָר־בָּ֑הּ), I:Kings 18:7 (עֹבַדְיָ֙הוּ֙), I:Kings 18:13 (בַּהֲרֹ֣ג), I:Kings 18:30 (הֶהָרֽוּס׃), I:Kings 18:31 (יִהְיֶ֥ה), I:Kings 18:35 (וַיֵּלְכ֣וּ), I:Kings 19:13 (אֵלִיָּֽהוּ׃), I:Kings 20:1 (מֶלֶךְ־אֲרָ֗ם), I:Kings 20:2 (מֶלֶךְ־יִשְׂרָאֵ֖ל), I:Kings 20:16 (וַיֵּצְא֖וּ), I:Kings 20:32 (וַחֲבָלִ֣ים), I:Kings 20:40 (מֶלֶךְ־יִשְׂרָאֵ֛ל), I:Kings 20:43 (שֹׁמְרֽוֹנָה׃), I:Kings 21:5 (רוּחֲךָ֣), I:Kings 22:42 (בִּירוּשָׁלִָ֑ם), II:Kings 1:10 (וַיַּעֲנֶ֣ה), II:Kings 2:7 (וַיַּעַמְד֥וּ), II:Kings 3:3 (בֶּן־נְבָ֛ט), II:Kings 3:21 (כִּי־עָל֥וּ), II:Kings 3:27 (קֶצֶף־גָּד֖וֹל)II:Kings 4:8 (וַיַּעֲבֹ֧ר), II:Kings 4:40 (לֶאֱכֹֽל׃), II:Kings 5:9 (נַעֲמָ֖ן), II:Kings 5:12 (נַהֲר֣וֹת), II:Kings 5:15 (וַיַּעֲמֹ֣ד), II:Kings 5:20 (מֵאִתּ֖וֹ), II:Kings 6:4 (הָעֵצִֽים׃), II:Kings 6:23 (וַיֵּלְכ֖וּ), II:Kings 7:6 (הַחִתִּ֛ים), II:Kings 8:29 (כִּי־חֹלֶ֥ה), II:Kings 9:28 (בִקְבֻרָת֛וֹ), II:Kings 11:16 (דֶּרֶךְ־מְב֥וֹא), II:Kings 11:17 (יְהוֹיָדָ֜ע), II:Kings 11:19 (הָרָצִ֜ים), II:Kings 12:17 (יִהְיֽוּ׃), II:Kings 12:19 (מֶלֶךְ־יְהוּדָ֗ה), II:Kings 14:5 (כַּאֲשֶׁ֛ר), II:Kings 14:11 (וַאֲמַצְיָ֣הוּ), II:Kings 14:13 (מֶלֶךְ־יִשְׂרָאֵ֖ל), II:Kings 19:3 (וְתוֹכֵחָ֛ה), II:Kings 19:6 (תֹאמְר֖וּן), II:Kings 19:36 (מֶלֶךְ־אַשּׁ֑וּר), II:Kings 20:6 (וְהֹסַפְתִּ֣י), II:Kings 20:14 (אָמְר֣וּ), II:Kings 21:1 (בִּירוּשָׁלִָ֑ם), II:Kings 21:4 (בִּירוּשָׁלִַ֖ם), II:Kings 21:13 (שֹׁמְר֔וֹן), II:Kings 21:13 (אֶת־יְרוּשָׁלִַ֜ם), II:Kings 21:19 (בִּירוּשָׁלִָ֑ם), II:Kings 23:3 (וַיַּעֲמֹ֣ד), II:Kings 23:5 (יְרוּשָׁלִָ֑ם), II:Kings 23:6 (לִירוּשָׁלִַם֙), II:Kings 23:9 (בִּירוּשָׁלָ֑͏ִם), II:Kings 23:24 (יֹאשִׁיָּ֑הוּ), II:Kings 23:28 (יֹאשִׁיָּ֖הוּ), II:Kings 24:4 (יְרוּשָׁלִַ֖ם), II:Kings 24:7 (וְלֹא־הֹסִ֥יף), II:Kings 25:3 (הָרָעָ֖ב), II:Kings 25:10 (יְרוּשָׁלִַ֖ם), II:Kings 25:24 (מֵעַבְדֵ֣י). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-18 00:00:00	S(A)K	ספר מלכים	In the Book of Kings, added meteg in the following 13 words (as found in AC): I:Kings 2:8 (בֶֽן־הַיְמִינִי֮), I:Kings 2:22 (הַשֻּֽׁנַמִּית֙), I:Kings 9:11 (מֶֽלֶךְ־צֹ֠ר), I:Kings 9:22 (וַֽעֲבָדָיו֙), I:Kings 12:22 (שְׁמַֽעְיָ֥ה), I:Kings 12:32 (וְהֶֽעֱמִיד֙), I:Kings 18:31 (יִֽהְיֶ֥ה), I:Kings 20:29 (נֹֽכַח־אֵ֖לֶּה), I:Kings 20:33 (וַיֹּֽאמְרוּ֙), II:Kings 9:1 (וֶֽאֱלִישָׁע֙), II:Kings 9:9 (וְנָֽתַתִּי֙), II:Kings 9:27 (אֶֽת־יִבְלְעָ֔ם), II:Kings 22:1 (מִבָּֽצְקַֽת׃). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-13 00:00:00	S(A)K	ויקרא כ,כז	"Removed meteg from ""כִּי־יִהְיֶ֨ה"" (following S, S1, C3 and possibly LC [attempt at erasure?]). To be imported via auto-edits."		
2023-12-11 00:00:00	BD	נביאים ראשונים	Applied 36 auto-edits.		
2023-12-11 00:00:00	S(A)K	"שמ""ב יג,טו"	"Moved meteg to the letter י in ""וַיֹּֽאמֶר־לָ֥הּ"" (as in AC); correcting transcription error from BHS. Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-11 00:00:00	S(A)K	"שמ""א כה,יא"	"Added meteg to the letter ג in ""לְגֹֽזְﬞזָ֑י"" (as in AC[?], L, C). Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-11 00:00:00	S(A)K	"שמ""א ז,יא"	"Added meteg in ""וַֽיִּרְדְּפ֖וּ"" (as in AC[?], L, S1, C). Credit to Daniel Holman. To be imported via auto-edits."		
2023-12-11 00:00:00	S(A)K	ספר שמואל	In the Book of Samuel, added meteg in the following 18 words (as found in AC): I:Sam 3:8 (קְרֹֽא־שְׁמוּאֵל֘), I:Sam 3:17 (יַֽעֲשֶׂה־לְּךָ֤), I:Sam 5:7 (לֹֽא־יֵשֵׁ֞ב), I:Sam 5:10 (הָֽאֱלֹהִים֙), I:Sam 8:16 (וְֽאֶת־עַבְדֵיכֶם֩), I:Sam 9:24 (לְפָנֶ֣יךָֽ), I:Sam 21:7 (הִלָּֽקְחֽוֹ׃), I:Sam 26:16 (בְנֵֽי־מָ֙וֶת֙), I:Sam 30:29 (וְלַֽאֲשֶׁר֙), II:Sam 1:1 (וַיְהִ֗י), II:Sam 3:38 (כִּֽי־שַׂ֣ר), II:Sam 14:12 (הָֽאִשָּׁ֔ה), II:Sam 17:20 (וַיֹּֽאמְרוּ֙), II:Sam 19:29 (אַנְשֵֽׁי־מָ֙וֶת֙), II:Sam 21:17 (אַנְשֵׁי־דָוִ֨ד), II:Sam 23:21 (וְהֽוּא־הִכָּה֩), II:Sam 23:39 (אֽוּרִיָּה֙), II:Sam 24:10 (חָטָ֤אתִֽי). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-10 00:00:00	BD	various	162 edits not already run; n=42 edits for תורה; n=116 edits for נביאים ראשונים; n=4 edits for נביאים אחרונים.		
2023-12-10 00:00:00	S(A)K	ספר שמואל	In the Book of Samuel, deleted meteg in the following 57 words (as found in AC): I:Sam 1:11 (וְלֹא־תִשְׁכַּ֣ח), I:Sam 1:14 (מֵעָלָֽיִךְ׃), I:Sam 1:18 (הָאִשָּׁ֤ה), I:Sam 1:24 (וַתַּעֲלֵ֨הוּ), I:Sam 1:27 (מֵעִמּֽוֹ׃), I:Sam 3:18 (יַעֲשֶֽׂה׃), I:Sam 7:8 (וַיֹּאמְר֤וּ), I:Sam 10:3 (נֵבֶל־יָֽיִן׃), I:Sam 11:1 (וְנַעַבְדֶֽךָּ׃), I:Sam 12:12 (בְּנֵי־עַמּוֹן֘), I:Sam 12:14 (אֱלֹהֵיכֶֽם׃), I:Sam 13:9 (הָעֹלָ֖ה), I:Sam 15:35 (וְלֹא־יָסַ֨ף), I:Sam 17:54 (יְרוּשָׁלִָ֑ם), I:Sam 19:18 (וַיֵּשְׁב֖וּ), I:Sam 20:9 (הָרָעָ֜ה), I:Sam 20:34 (יְהוֹנָתָ֛ן), I:Sam 23:2 (הַאֵלֵ֣ךְ), I:Sam 23:5 (וַאֲנָשָׁ֨ו), I:Sam 25:2 (וּמַעֲשֵׂ֣הוּ), I:Sam 26:7 (שֹׁכְבִ֖ים), I:Sam 27:4 (וְלֹא־יָוסַ֥ף), I:Sam 30:3 (וַאֲנָשָׁיו֙), I:Sam 30:5 (וַאֲבִיגַ֕יִל), I:Sam 30:18 (לָקְח֖וּ), I:Sam 30:28 (בַּעֲרֹעֵ֛ר), II:Sam 2:27 (מֵהַבֹּ֙קֶר֙), II:Sam 2:29 (וַאֲנָשָׁ֗יו), II:Sam 4:2 (הַבְּאֵרֹתִ֖י), II:Sam 7:8 (כֹּה־תֹאמַ֞ר), II:Sam 7:23 (וֵאלֹהָֽיו׃), II:Sam 8:7 (יְרוּשָׁלִָֽם׃), II:Sam 8:8 (וּמִבֵּרֹתַ֖י), II:Sam 11:17 (וַיִּלָּחֲמ֣וּ), II:Sam 12:31 (יַעֲשֶׂ֔ה), II:Sam 13:21 (וְלֹא־דִבֶּ֧ר), II:Sam 13:23 (וַיִּהְי֤וּ), II:Sam 14:22 (כִּי־מָצָ֨אתִי), II:Sam 14:23 (יְרוּשָׁלִָֽם׃), II:Sam 15:14 (וַיֹּאמְר֥וּ), II:Sam 16:3 (בִּירוּשָׁלִַ֔ם), II:Sam 17:20 (יְרוּשָׁלִָֽם׃), II:Sam 17:27 (בְּנֵֽי־עַמּ֗וֹן), II:Sam 18:3 (לֹא־יָשִׂ֧ימוּ), II:Sam 19:20 (מִירוּשָׁלִָ֑ם), II:Sam 19:32 (וַיַּעֲבֹ֤ר), II:Sam 19:35 (יְרוּשָׁלִָֽם׃), II:Sam 21:18 (הָרָפָֽה׃), II:Sam 22:31 (הַחֹסִ֥ים), II:Sam 22:33 (מָעוּזִּ֖י), II:Sam 22:50 (אוֹדְךָ֥), II:Sam 23:5 (כִּי־כָל־יִשְׁעִ֥י), II:Sam 23:7 (יִשָּׂרְפ֖וּ), II:Sam 23:12 (וַיֵּרְד֨וּ), II:Sam 23:18 (וַאֲבִישַׁ֞י), II:Sam 24:1 (לַחֲר֖וֹת), II:Sam 24:4 (וַיַּחֲנ֣וּ). Credit to Daniel Holman. To be imported via auto-edits.		
2023-12-09 00:00:00	S(A)K	ספר שופטים	In the Book of Judges, added meteg in the following 6 words (as found in AC): Judges 9:23 (בַעֲלֵֽי־), Judges 18:30 (וִ֠יהֽוֹנָתָן), Judges 18:30b  (כֹֽהֲנִים֙), Judges 19:4 (וַיֹּֽאכְלוּ֙), Judges 19:19 (וְלַֽאֲמָתֶ֔ךָ), Judges 20:36 (בָֽטְחוּ֙). Credit to Daniel Holman. To be imported via auto-edits.		
